A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
936,2.265.607.836,-1.822.749.797,-267.785.281,2.385.820.049,-4.086.206.823,-528.244.099,-1.135.254.622,bad
937,-1.848.506.502,-1.762.635.081,-935.232.191,303.709.041,-1.094.395.254,2.633.336.734,-1.474.869.921,bad
938,-2.268.914.775,350.618.595,1.023.267.026,145.975,1.019.194.058,-1.322.799.372,-22.774.534,bad
939,-1.021.164.842,662.863.121,-2.096.623.265,1.400.411.799,41.917.634,-1.334.075.686,1.128.191.131,good
940,-2.768.701.223,2.349.618.718,-3.016.333.594,1.136.014.229,1.788.677.723,1.474.187.018,569.352.532,bad
941,-2.244.569.977,-592.443.441,-145.840.545,615.350.302,-2.087.305.186,1.951.337.928,-491.173.801,bad
942,-1.230.897.717,-601.529.007,53.188.843,3.090.883.674,-1.049.220.931,-3.239.572.473,-885.985.558,good
943,-1.017.062.947,-2.323.691.499,-684.309.708,2.011.828.561,-969.649.254,1.867.842.154,276.865.133,bad
944,-956.779.754,1.228.210.419,-1.283.041.689,1.908.249.778,1.377.090.543,-218.279.745,-201.583.219,good
945,-3.634.499.756,-1.863.587.999,3.858.929.191,-831.101.451,1.474.692.178,-38.911.798,-1.189.820.366,good
946,-1.769.068.506,-1.490.856.125,-414.663.062,323.572.213,-778.968.665,1.591.536.266,-1.507.770.861,bad
947,1.915.855.843,-988.939.958,-1.049.353.649,100.480.985,2.384.984.458,-827.303.935,240.789.327,good
948,-1.210.806.251,-724.530.015,834.792.768,-1.626.050.452,233.619.665,-1.569.586.214,1.124.419.217,good
949,617.402.041,-2.574.566.748,-564.992.188,2.738.690.879,2.320.601.176,-1.706.674.583,4.687.954.168,good
950,3.182.512.603,-123.739.728,-2.919.525.969,1.596.671.737,-688.642.041,1.564.196.836,1.525.039.867,good
951,2.565.221,-326.161.449,-1.239.428.425,-486.801.683,395.589.567,-127.622.496,2.477.579.568,good
952,234.864.163,217.702.559,347.758.926,99.705.734,73.309.596,430.581.455,-2.893.865.646,good
953,986.430.179,-2.754.966.761,2.137.415.253,2.135.527.747,1.202.552.665,1.500.782.517,-534.094.288,good
954,1.685.933.654,-4.275.657.713,-159.989.827,998.565.566,641.066.263,4.526.599.783,-1.926.771.608,bad
955,684.001.861,264.121.486,-2.775.463.826,376.440.041,-129.448.859,1.248.313.785,-352.533.686,bad
956,-582.115.179,-142.370.086,-57.086.135,1.164.174.227,-546.289.605,-318.578.669,-2.088.865.252,bad
957,1.695.873.018,-2.170.523.375,-2.490.740.424,1.009.216.164,-1.022.447.495,929.089.101,-1.072.149.163,good
958,-3.287.873.452,-1.738.597.669,-1.415.938.417,-190.586.348,-113.439.887,2.389.890.428,-3.201.157.829,bad
959,417.864.594,-3.215.078.423,187.922.744,1.470.473.381,11.738.972,2.864.335.661,1.260.253.613,good
960,1.792.871.307,-3.424.825.557,-4.087.913.644,102.560.494,122.414.449,2.330.756.511,914.403.502,good
961,433.143.551,100.089.122,-264.677.244,3.006.648.211,-1.389.106.374,-1.818.382.161,-115.329.372,bad
962,-1.719.885.991,-1.664.451.776,446.355.556,1.557.677.191,2.120.095.122,657.711.473,-97.791.175,good
963,-3.327.767.295,457.108.327,3.013.280.476,-730.097.692,1.468.226.148,-91.962.328,-3.309.784.564,good
964,-2.001.123.151,160.274.403,-3.244.801.938,584.508.393,-3.101.521.977,967.394.403,602.466.039,bad
965,-4.786.532.005,524.409.723,-2.730.308.426,-35.859.296,-71.000.078,3.453.095.967,-1.334.654.393,bad
966,1.201.791.244,-362.702.255,-3.071.230.333,309.297.224,1.676.927.785,377.243.793,254.979.585,bad
967,185.333.895,1.142.824.223,-656.871.904,3.643.154.289,-1.897.169.018,-1.128.151.025,-923.307.315,bad
968,1.908.380.532,-2.776.327.562,-202.382.062,-80.345.759,3.120.930.176,-827.356.878,130.054.503,good
969,-2.052.283.115,-1.300.234.458,-1.013.162.055,1.787.986.279,-958.963.164,724.756.527,-1.614.529.778,bad
970,-473.517.243,-1.634.346.113,-222.256.073,870.474.501,-175.799.632,638.384.127,-1.312.242.503,bad
971,605.090.372,-1.545.072.015,-3.286.126.482,606.338.826,2.018.061.154,722.150.344,2.518.539.233,bad
972,-1.252.795.549,-273.387.181,484.443.403,-137.161.972,230.824.474,-2.266.708.339,101.775.056,good
973,-1.021.574.338,-5.601.416,-27.518.564,2.982.361.371,-1.099.806.241,-2.237.719.887,-1.120.162.817,bad
974,-569.628.663,-2.391.954.138,-1.139.627.424,266.176.888,3.452.586.212,-2.791.589.302,2.097.802.087,good
975,-977.650.136,-305.415.675,-1.862.190.559,18.379.667,3.301.545.454,72.802.176,274.473.663,bad
976,2.886.356.175,-2.892.565.055,-5.958.315.347,-1.051.182.032,5.915.578.869,2.007.149.325,2.700.550.217,bad
977,87.446.116,-178.893.497,-2.025.701.604,2.455.903.102,-1.157.452.996,54.503.677,629.141.468,bad
978,-1.745.117.226,-2.074.040.424,-430.170.272,1.386.735.918,2.482.312.367,1.441.093.641,297.738.182,bad
979,-2.662.658.928,-2.601.674.875,-58.714.493,2.154.432.411,94.333.623,1.553.419.533,4.037.146.399,bad
980,-406.506.734,-437.559.455,-3.781.863.088,-576.977.194,2.942.047.656,2.842.255.432,-272.164.508,bad
981,-340.399.213,-2.916.425.062,3.002.375.607,133.568.343,2.754.835.455,781.658.013,-1.080.151.306,good
982,-2.623.636.628,299.932.011,1.776.975.698,-854.282.032,22.385.005,704.519.482,-515.157.585,bad
983,4.136.379.887,-2.058.473.665,-124.515.713,-2.001.654.358,4.248.299.964,85.035.159,4.393.658.725,good
984,-2.937.254.991,-577.159.765,-1.106.482.667,357.835.954,913.826.886,2.937.546.728,-95.186.741,bad
985,-1.857.783.984,234.886.037,540.231.035,-565.698.323,1.609.930.424,-3.109.112.713,1.230.691.463,good
986,-932.294.179,-998.089.717,-215.008.989,47.793.902,1.811.954.553,1.614.354.627,1.353.161.003,bad
987,1.139.302.314,-180.909.126,-3.110.081.584,347.346.947,2.564.799.844,354.353.794,124.899.208,bad
988,417.940.476,-2.959.687.014,97.127.899,3.987.537.359,2.076.124.758,1.512.889.607,248.260.945,good
989,-3.405.870.573,-1.889.767.751,2.899.311.469,-1.034.753.666,1.434.967.725,524.410.184,-3.184.964.955,good
990,292.568.208,67.748.661,-1.473.442.827,2.477.455.546,-1.361.697.419,-128.687.406,4.235.805,bad
991,352.351.037,255.225.616,-475.636.421,207.086.248,954.357.604,-3.093.941.813,5.588.124.235,bad
992,548.493.968,488.979.079,-1.995.853.361,2.467.900.075,1.704.923.057,1.278.586.366,-627.642.994,bad
993,-658.010.481,1.288.879.594,279.956.195,-1.655.043.661,-307.709.566,-2.500.165.538,2.878.142.344,good
994,1.438.107.204,-1.185.783.247,48.832.231,1.496.157.199,-1.070.271.866,-1.111.976.504,1.712.699.274,good
995,241.068.536,-555.240.943,-1.832.482.053,666.811.231,753.381.194,-221.876.444,-2.392.702.312,bad
996,224.325.593,-4.079.302.046,-1.567.456.516,2.347.822.168,1.066.503.328,4.403.827,2.536.835.582,good
997,2.789.450.989,-350.117.702,-403.219.941,-75.977.127,211.307.057,115.447.409,-1.454.219.836,bad
998,-1.326.769.718,-502.953.425,145.566.907,872.708.264,1.655.474.327,75.639.619,-777.125.843,bad
999,-938.877.608,-169.641.689,-220.232.474,1.263.677.317,1.353.255.279,-144.245.235,122.898.763,bad
1000,-1.450.722.623,-1.873.303.787,-743.177.804,1.981.552.145,-2.092.821.414,1.691.483.862,784.607.915,bad
1001,-157.271.619,829.703.853,-327.215.596,1.226.894.151,-136.458.925,1.487.907.926,1.052.510.895,bad
1002,-282.372.437,-451.234.257,1.082.199.596,833.982.997,247.181.695,-821.953.201,-2.698.721.567,good
1003,48.573.438,-4.694.670.684,-194.594.246,2.022.091.675,861.829.748,-643.013.894,-1.414.626.558,good
1004,176.604.683,-2.675.056.644,-3.968.713.203,1.413.701.336,-4.563.024.618,3.663.401.483,-162.040.748,bad
1005,-2.025.514.845,-1.073.743.514,-56.538.837,-321.394.847,454.941.226,248.735.333,3.669.770.294,bad
1006,-936.155.999,300.120.045,-1.943.790.524,1.196.775.043,-1.966.993.862,-662.338.652,-651.472.669,good
1007,-533.447.689,-1.605.149.271,-5.715.134.453,3.093.680.856,-330.300.905,2.255.091.404,-1.981.574.246,bad
1008,617.173.994,-1.361.685.937,-2.621.162.853,-1.075.201.067,3.260.811.348,1.326.728.883,-805.294.862,bad
1009,-3.651.479,-979.888.239,-98.586.817,-241.794.309,4.411.388.366,-1.870.524.731,1.970.783.741,good
1010,-3.943.657.521,-792.984.109,99.416.637,1.245.084.592,2.432.160.572,1.616.126.875,4.308.434.418,bad
1011,-553.438.031,-1.485.230.595,1.178.210.805,-766.074.439,726.136.642,1.214.320.842,-3.315.902.733,good
1012,-373.861.901,-766.067.802,-2.417.651.619,-19.789.441,215.198.554,-588.967.865,3.543.470.082,bad
1013,94.103.112,407.294.368,-390.131.643,2.530.804.324,-3.129.980.546,-322.171.308,-3.101.679.757,bad
1014,-530.249.858,4.932.471,-1.335.097.836,-53.888.685,919.019.732,-616.124.778,-461.544.176,bad
1015,2.461.235.858,-1.372.053.506,-4.432.614.766,3.067.025.691,-619.639.377,1.440.307.125,749.383.473,good
1016,209.388.633,-204.750.402,-1.248.701.084,2.054.072.106,-3.073.830.134,5.649.855,-909.613.055,bad
1017,1.387.968.335,-2.540.032.008,-2.849.653.633,1.081.977.146,342.861.974,1.916.185.582,62.809.646,bad
1018,1.932.336.419,-1.785.171.569,-50.078.129,777.337.381,9.889.236,2.415.390.834,-686.163.646,good
1019,546.077.805,454.631.306,2.023.503.567,251.398.866,-1.453.233.643,-1.617.008.997,1.220.969.825,bad
1020,413.824.406,-1.216.512.236,-141.426.186,-183.651.265,-364.973.015,1.292.809.043,-2.124.795.261,bad
1021,1.517.685.682,-2.032.264.599,-499.675.675,1.663.579.851,155.139.292,-388.889.416,3.793.323.716,good
1022,-2.090.905.422,400.443.351,-3.481.023.953,-596.056.624,1.387.854.191,4.547.881.416,-448.345.002,bad
1023,-52.075.177,-54.137.325,-1.123.145.153,2.982.759.983,347.231.924,-2.104.364.947,-426.703.685,good
1024,-503.870.437,-423.417.192,1.654.682.628,-1.085.264.511,79.774.502,-1.754.534.324,2.046.075.689,good
1025,-3.658.396.659,-3.330.500.682,-2.032.566.976,276.463.385,393.290.892,4.954.530.347,2.831.482.849,bad
1026,-139.487.577,-2.155.463.832,-2.937.887.402,2.307.469.858,-940.956.308,1.328.301.132,-3.125.420.729,bad
1027,-267.140.934,-3.384.006.852,4.079.122.898,2.317.536.273,-1.937.529.179,-2.740.641.238,-196.567.694,bad
1028,-986.916.637,1.650.286.962,-1.203.166.514,-818.641.787,463.659.427,711.011.385,-1.655.330.392,good
1029,-3.348.767.595,-2.208.399.624,2.573.416.951,1.359.633.989,872.908.539,62.559.797,-129.697.828,good
1030,1.740.478.996,-862.067.926,931.082.814,2.511.759.558,-72.283.974,1.473.104.628,-512.978.748,good
1031,-1.561.235.571,7.322.236,1.601.120.117,-1.348.361.715,455.594.937,832.943.932,-2.813.656.094,good
1032,273.757.481,-1.723.821.116,-376.106.844,81.706.123,992.272.417,-81.916.701,129.348.935,bad
1033,-1.552.304.505,-568.828.352,-295.292.327,1.015.398.702,2.716.914.618,1.537.340.818,1.155.864.135,bad
1034,-3.965.589.181,-493.043.848,2.152.553.894,2.134.582.645,51.290.269,846.337.254,1.901.277.095,bad
1035,-2.402.552.423,-1.466.359.969,1.367.857.819,1.768.676.579,4.174.825.511,-856.216.782,-2.661.384.616,good
1036,-2.393.737.138,-1.021.335.687,-1.341.564.433,-900.340.534,295.517.853,4.508.038.113,-69.651.361,bad
1037,-711.822.187,-1.114.416.631,-1.332.153.755,660.113.656,1.309.089.973,159.041.994,2.070.395.901,bad
1038,-68.213.576,-1.511.633.664,-2.028.504.963,291.905.325,16.544.272,577.521.866,2.518.374.081,bad
1039,2.122.771.463,-42.298.476,-238.536.396,2.112.481.718,2.865.717.277,-1.347.609.951,2.653.468.431,good
1040,1.579.824.972,1.523.021.713,-127.712.628,-525.103.809,-1.529.871.694,2.706.922,1.403.521.232,good
1041,-2.055.776.172,-3.355.322.872,3.554.301.882,904.296.776,2.368.481.362,393.883.593,-83.337.968,good
1042,148.672.211,-1.497.965.097,-314.322.424,-840.648.179,3.563.195.109,-1.603.538.799,1.791.805.414,good
1043,187.949.276,-1.359.826.272,-1.873.379.207,2.317.659.871,-2.953.714.495,64.580.817,-199.364.539,bad
1044,519.059.098,-755.125.534,-2.987.656.953,-588.860.684,4.108.543.179,85.376.161,1.090.284.676,bad
1045,1.180.684.457,-2.421.924.951,-852.580.576,2.409.147.443,-3.602.378.483,-806.212.815,-1.416.347.007,bad
1046,-2.599.597.125,1.553.562.558,-300.748.064,-57.386.471,226.118.425,-1.291.584.107,-443.408.316,good
1047,2.222.226.794,-1.458.008.096,-1.286.354.202,1.479.970.603,344.612.352,-99.295.037,1.501.562.875,good
1048,-301.200.647,-1.574.805.634,391.781.151,1.160.507.964,-1.479.410.851,480.208.358,-591.156.761,bad
1049,1.330.044.421,-790.754.642,-1.283.551.417,3.536.156.118,-5.814.307.615,-2.079.250.298,1.387.407.917,bad
1050,-1.623.852.628,-3.772.115.711,-124.128.281,385.791.495,248.019.146,-2.940.423.263,-756.159.031,good
1051,2.019.954.774,-1.486.366.025,-2.331.938.565,-396.322.896,12.627.897,-275.645.335,19.333.986,bad
1052,-1.976.684.469,1.463.371.346,-540.581.845,-10.424.667,2.222.218.252,-566.456.435,-3.780.843.258,good
1053,-1.157.606.857,-1.263.104.355,-1.680.959.385,733.119.419,186.830.464,1.200.394.976,-24.299.231,bad
1054,1.512.469.423,-3.011.296.241,-1.714.573.448,3.716.475.757,3.471.412.992,-231.863.619,1.048.440.252,good
1055,-407.202.953,-117.341.051,1.736.201.949,1.519.927.897,1.629.251.428,56.597.688,-483.888.959,good
1056,-504.181.355,-1.496.259.848,-3.322.178.632,79.911.341,383.919.832,2.278.242.154,991.549.395,bad
1057,754.979.278,-2.540.220.866,-914.930.795,2.154.751.853,-1.785.374.739,906.782.499,-1.272.654.789,bad
1058,-2.085.929.594,1.273.998.239,-910.668.571,1.510.734.773,498.885.815,-2.112.235.738,-4.085.738.692,good
1059,-1.415.348.146,-2.333.860.279,-1.910.492.876,705.609.026,752.091.172,3.442.235.101,-2.304.147.763,bad
1060,-199.640.797,1.145.121.367,-822.238.626,2.407.963.638,3.783.584.355,-1.123.365.677,-1.519.371.671,good
1061,-609.625.194,-1.747.734.107,944.680.078,2.448.034.821,-397.477.816,1.177.330.947,183.775.147,good
1062,2.223.308.592,-231.448.933,-5.853.566.037,2.016.113.493,486.770.325,5.022.646.374,-4.868.417.376,bad
1063,507.344.329,598.105.312,-3.309.425.627,2.302.681.402,307.121.113,2.129.057.473,1.931.514.995,bad
1064,-536.626.774,-392.359.184,-599.253.443,453.529.876,793.828.473,-225.256.194,1.217.177.815,bad
1065,-3.193.771.996,2.130.105.726,-247.501.191,-2.620.954.157,4.226.314.433,459.034.704,1.529.106.684,bad
1066,265.300.999,420.142.553,-1.408.401.769,2.471.707.423,-617.136.781,424.931.093,1.236.271.681,bad
1067,-1.317.804.004,-962.762.291,3.439.200.728,216.521.573,-762.704.335,-1.984.480.772,640.408.505,bad
1068,967.456.166,-684.380.037,-394.760.141,1.394.212.842,678.412.395,-1.845.711.216,-429.658.576,good
1069,-1.090.186.609,376.934.444,-2.759.203.843,645.653.472,3.195.249.541,1.435.176.416,859.575.031,bad
1070,-1.234.563.407,-1.119.283.521,-1.307.462.544,970.481.743,-35.143.782,2.788.417.932,32.870.604,bad
1071,1.668.865.185,-3.592.426.551,-2.907.858.606,1.598.578.125,-849.828.113,752.074.557,-1.660.211.588,good
1072,-1.333.970.425,-2.241.195.081,-754.421.939,2.188.073.826,-1.088.462.224,-2.193.255.344,-1.288.854.244,good
1073,-124.904.692,-2.291.856.932,954.402.632,1.012.762.494,-670.690.173,2.147.549.701,-1.419.024.768,good
1074,-3.646.451.688,-239.610.588,-306.737.877,-662.168.096,-1.193.714.145,2.504.408.406,-625.379.668,bad
1075,721.002.304,-417.669.592,-1.533.717.524,252.465.366,407.213.285,-957.449.926,60.613.779,good
1076,-272.869.095,791.424.316,-31.585.559,1.653.892.902,41.974.563,374.244.352,2.264.292.465,bad
1077,-500.882.202,-2.066.469.763,-1.494.614.797,-33.315.164,3.390.474.702,738.247.821,3.230.441.357,bad
1078,-1.378.428.696,-109.546.502,1.552.838.408,2.133.737.198,1.706.409.118,-140.609.612,-1.429.723.526,good
1079,1.175.254.612,-2.023.453.658,-608.436.062,2.111.248.983,1.579.690.415,-1.604.498.657,2.068.649.561,good
1080,849.857.355,-2.721.716.593,101.004.216,4.379.728.712,1.998.341.247,1.549.144.835,340.346.714,good
1081,-222.972.161,-2.755.255,-391.042.727,3.111.569.721,-1.026.054.417,-398.148.506,-2.983.107.289,good
1082,-87.937.289,-412.428.796,2.142.780.545,-246.345.198,6.530.814,298.231.842,-549.825.346,good
1083,1.084.181.135,2.448.842.938,-832.397.859,-261.020.423,-718.777.168,-574.946.573,-932.228.278,good
1084,594.408.142,-3.380.675.888,-87.782.443,332.210.609,-773.051.227,42.164.754,168.699.111,good
1085,2.111.309.216,-363.700.268,-346.298.717,-805.192.071,1.548.965.449,-238.817.254,-711.558.086,bad
1086,-670.604.021,120.199.857,36.261.192,747.603.899,777.548.867,-2.264.454.118,417.939.151,bad
1087,-1.583.842.619,-311.319.103,-2.016.749.975,832.117.879,-852.942.432,-625.209.532,-758.572.586,good
1088,-4.852.723.928,-2.163.696.895,58.805.313,269.536.858,2.206.636.959,3.338.506.751,3.364.612.329,bad
1089,-485.196.417,-1.877.842.119,-2.113.867.975,176.185.163,-1.611.475.075,314.897.555,-3.000.289.432,bad
1090,-1.378.022.157,190.702.285,120.275.617,-217.723.267,-1.450.805.887,1.139.070.715,-1.626.797.333,good
1091,1.283.513.133,-1.157.297.482,-5.248.092.524,262.142.896,4.147.181.946,3.807.475.642,-1.310.354.517,bad
1092,-2.083.041.788,-680.601.963,-7.388.873,2.170.800.799,619.500.365,186.624.271,-467.479.407,bad
1093,2.322.444.287,-4.279.499.427,-97.545.625,-1.533.767.455,-4.078.670.325,1.010.903.231,-437.221.972,bad
1094,-2.072.957.322,296.003.477,-183.345.656,1.545.678.983,502.811.427,2.398.902.712,960.135.336,bad
1095,-1.329.334.503,-884.329.634,555.107.611,-1.757.294.356,-1.231.742.261,2.766.071.821,-1.488.721.191,good
1096,-930.772.193,-1.130.286.058,1.215.034.583,-592.831.471,-1.575.230.997,259.948.342,-1.200.659.973,bad
1097,1.696.529.292,-941.786.609,-8.746.545,2.531.215.512,-1.160.225.776,-1.001.939.914,1.820.526.057,good
1098,3.602.229.864,-1.657.558.451,-607.623.597,203.462.981,4.056.210.464,-1.129.443.865,4.125.265.455,good
1099,2.583.458.053,936.204.558,-1.431.337.674,3.428.370.819,301.390.711,-2.269.795.546,1.815.548.893,good
1100,-1.639.128.331,21.700.516,-1.885.064.695,-413.210.631,59.471.927,1.731.655.029,-1.437.493.738,bad
1101,28.872.339,-3.269.042.611,1.798.890.804,1.847.310.655,293.245.569,3.092.944.123,2.219.890.486,good
1102,-2.398.080.479,-807.957.409,191.126.588,1.566.913.576,6.873.932,137.307.426,277.447.319,bad
1103,-2.402.892.717,-2.019.973.119,-2.540.682.943,670.432.423,182.995.281,2.845.023.369,-3.534.843.901,bad
1104,-494.747.502,804.189.688,324.040.516,966.438.874,-1.883.191.199,-1.003.225.751,1.268.758.457,bad
1105,825.969.108,-792.048.053,-502.043.042,-562.489.375,721.549.216,-98.617.443,2.836.815.744,good
1106,2.088.598.751,-2.478.096.235,744.339.978,1.949.369.466,-66.606.419,2.452.352.867,-1.428.508.854,good
1107,-2.317.370.986,2.509.942.419,74.740.167,-425.841.945,1.489.981.496,-999.539.834,-1.873.596.372,good
1108,2.728.652.926,-2.738.928.313,-4.569.206.033,3.429.014.767,2.388.080.129,534.863.996,445.759.947,good
1109,778.994.359,-637.063.547,730.897.764,-62.357.364,1.016.756.745,-1.478.821.657,2.548.896.236,good
1110,-5.975.032.091,-829.742.604,5.538.864.978,2.010.827.044,1.415.674.551,-997.706.375,5.416.040.003,bad
1111,499.919.652,-642.336.781,-8.863.567,-710.935.404,-794.483.055,73.186.825,-21.881.716,good
1112,1.927.579.162,-70.994.754,-1.837.783.823,1.706.161.991,-2.198.908.859,443.219.562,-166.238.213,good
1113,-1.384.912.999,-2.295.848.488,-1.561.330.379,156.975.016,3.616.023.379,1.877.152.522,1.876.060.595,bad
1114,2.449.576.793,1.373.389.117,-222.664.256,2.736.058.751,-286.664.276,-1.377.858.784,235.380.814,good
1115,-2.361.152.461,-1.056.803.639,-478.045.687,-22.595.107,122.593.363,2.110.887.484,-1.569.037.068,bad
1116,-1.575.929.644,-1.184.093.819,2.651.744.599,-742.934.134,-1.851.140.846,1.993.245.316,1.602.278.558,good
1117,-4.498.233.887,3.598.690.425,-510.057.508,-1.404.001.423,995.025.521,-1.035.168.565,-4.525.029.897,good
1118,-155.023.844,-1.901.167.356,2.615.143.915,1.091.245.248,1.642.629.141,378.677.135,-1.705.311.656,good
1119,-3.730.617.456,733.581.791,374.005.659,1.032.236.238,3.309.976.486,-1.620.151.548,-4.969.911.363,good
1120,38.324.912,379.942.971,-2.241.083.058,2.900.525.971,4.191.639.215,-2.859.764.021,192.862.807,good
1121,2.687.877.436,-4.220.816.518,-1.915.557.151,1.838.030.502,659.535.712,193.476.694,-1.219.137.533,good
1122,-1.240.914.396,-1.258.017.335,-1.637.557.706,486.522.272,3.515.193.044,1.669.933.881,196.329.495,bad
1123,-197.530.185,148.919.043,-2.065.254.398,971.761.931,1.009.978.356,-1.996.483.744,-1.310.787.649,good
1124,-484.440.481,-1.635.109.497,1.935.689.924,-1.317.277.191,573.537.376,1.535.545.214,-3.416.156.974,bad
1125,1.057.962.295,248.017.513,-1.842.699.028,2.497.554.107,1.083.571.384,118.973.283,1.702.742.816,bad
